,is_clickbait,text
5986,0,"As Protesters Pause in Thailand, Their Grievances Against Elite Simmer"
5987,0,Judd Gregg withdraws as US Commerce Secretary nominee
5988,0,Gay Lights Up the Track in the 200 at the Reebok Grand Prix
5989,0,U.S. team unveils plans for F1 entry in 2010
5990,0,Visa seeks to issue largest IPO in US history
5991,0,Web site claims Abu Ghraib attack for Al Quaida
5992,0,Airline bombing suspect spent months in Yemen
5993,0,U.N. Health Aid Plan Unites Air Travelers and Bill Clinton
5994,0,Death of Nancy Benoit rumour posted on Wikipedia hours prior to body being found
5995,0,Collegians Show a Commitment to Elevating Cricket in America
5996,0,Plane from Los Angeles to London diverted
5997,0,"Meth use now USA's top drug problem, survey finds"
5998,0,"British computer scientist's new ""nullity"" idea provokes reaction from mathematicians"
5999,0,File sharing site The Pirate Bay sold
6000,0,"Wikinews interviews former New Mexico governor Gary Johnson, presidential nominee of the Libertarian Party"
6001,0,Apple executive leaves company after iPhone 4 antenna issues
6002,0,Reality Makes Arizona Defensive Back Focus on Present
6003,0,"DNA Tests Prove Michigan Man, Searching for Origins, Was Not Kidnapped Toddler"
6004,0,U.S. Pentagon conference says weapons entered Iraq from Iran
6005,0,Scottish lawyer denies death of Lockerbie bomber Abdelbaset Ali al-Megrahi
6006,0,"Crane collapse in Houston, Texas, kills 4, injures 7"
6007,0,Tamil Rebels Offer Conditional Truce
6008,0,China Outlines Plans for Making Electric Cars
6009,0,"U.S. military confirms Qur'ans were kicked, stepped on and splashed with urine at Guantanamo"
6010,0,Nebraska's two nuclear plants near Omaha on alert
6011,0,"Australian man allegedly ignites carpet, plastic with static electricity"
6012,0,Senators Skeptical of Plan on Financial Regulation
6013,0,"No Stork Involved, but Mom and Dad Had Help"
6014,0,"As Giants Pack Up, Issues and Chagrin Linger"
6015,0,From Walking on the Moon to Painting It
6016,0,Non-industrial emissions key for meeting Kyoto targets in Europe
6017,0,Quake Death Toll Tops 280 in Italy
6018,0,New Jersey gives $270 million to Stem Cell Research Center
6019,0,"Tax Trial Behind Him, Castroneves Wins Third Indy 500 Title"
6020,0,"Over 70 businesses in Bristol, United Kingdom given zero star rating for food hygiene"
6021,0,Strong earthquake strikes Indonesia
6022,0,Japanese Fans Mobilize to Keep Valentine as Their Manager
6023,0,Massachusetts Ponders Gas Tax Increase
6024,0,A Roll Call to Honor Buried Veterans
6025,0,Russia cuts off gas supplies to Ukraine
6026,0,"Train collision kills at least eighteen near Brussels, Belgium"
6027,0,John Major weighs in on Scottish independence debate
6028,0,Jobs unveils new products after cloud of secrecy and lawsuits
6029,0,Tiger Woods Is in an Open State of Mind
6030,0,Two Iranians hanged over mosque bombing
6031,0,Rudd heckled over 5% climate target
6032,0,Health Care Industry in Talks to Shape Policy
6033,0,University of North Carolina student body president murdered
6034,0,Cigarette Butts: Tiny Trash That Piles Up
6035,0,Britney Spears announces she is pregnant
6036,0,Redistricting reform efforts in Illinois fail for this year
6037,0,Argentina to pay off IMF debt
6038,0,Indonesian blackout caused by lack of generation capacity
6039,0,Blues musician Pinetop Perkins dies at age 97
6040,0,2008 III IDEAS Show to showcase achievements of Internet industry in Taiwan
6041,0,29 presumed dead after second explosion at New Zealand mine
6042,0,Romanian president warns of high-level corruption
6043,0,G.M. Seeks More Imports From Low-Wage Countries
6044,0,"On State Secrets, Obama Is Sounding Like Bush"
6045,0,Silent film actress Anita Page dies at age 98
6046,0,"Beijing, in Snub to Taipei, Boycotts a Sports Ceremony"
6047,0,"Saudi Arabia blocks access to Blogger, Flickr, LiveJournal"
6048,0,Earth Day 2009 celebrated around the globe
6049,0,Republicans Subpoenaed in Ohio Recount
6050,0,"Bomb blast in Delhi kills 12, injures 62"
6051,0,"U.S. Wiretapping of Limited Value, Officials Report"
6052,0,President of Mexico Urges Action on Emissions
6053,0,India struggles with encephalitis outbreak
6054,0,"James Finds Help, but He Hardly Needs It"
6055,0,Maiyo and Romanova triumph in Charleston's Cooper River Bridge Run
6056,0,Italian police deal strong blow to Mafia network
6057,0,Finger-Pointing Across Washington Over A.I.G. Bonuses
6058,0,"Siemens Profit Drops 81%, but Revenue Is Up"
6059,0,"Minutiae? In This White House, Call It News"
6060,0,Scientist Stephen Hawking rushed to hospital in ambulance
6061,0,'Brakes failed': fourteen killed in Guatemala bus crash
6062,0,"For Bond Investors, a Focus on Scrutiny Over Timing"
6063,0,Sarkozy Backs Drive to Eliminate the Burqa
6064,0,Over 30 killed in a Baghdad restaurant bombing
6065,0,"Woman found guilty of killing fiancé by drink driving in Bath, England"
6066,0,Microsoft invested 4 billion USD into Xbox division
6067,0,California teacher arrested after photos indicated lewd acts on children
6068,0,Irish priest seized by gunmen in the Philippines
6069,0,Man drowns in Texas lake after falling from boat
6070,0,Virginians melee at used Apple iBook sale
6071,0,Porsche Looks at Restructuring VW Relationship
6072,0,Pakistan: 38 Talibani insurgents killed in two seperate attacks in Orakzai area
6073,0,Missing European divers found alive
6074,0,5 killed in return bus trip from marching band competition
6075,0,Hamas Fighters Display Mix of Swagger and Fear
6076,0,"Hezbollah strengthening, according to Israeli Defense Minister"
6077,0,US Congressional panel claims Turkey committed genocide
6078,0,Baylor Stuns No. 11 Kansas in Big 12 Tournament
6079,0,"Wikimedia, IWF respond to block of Wikipedia over child pornography allegations"
6080,0,"HiNet, WCG, and WGT unite holding Taiwanese Gaming Athletes' Qualification"
6081,0,2012 Report on Gender Equality and Development looks at women's issues in India
6082,0,"Greece on fire, death toll exceeds 60"
6083,0,Huntsman Wins Right to Sue Banks Over Failed Deal
6084,0,"New industrial area to be created in Arad county, Romania"
6085,0,'Criminal in uniform': Senior London policeman jailed for attempting to frame Iraqi
6086,0,World's Largest Ball of Twine Turns 50
6087,0,The Middle Kingdom Meets the Middle East
6088,0,"On Foreign Policy, Obama Shifts, but Only a Bit"
6089,0,Clues to Framework of the Satyam Fraud in India
6090,0,US extradition request blocked by Dutch court
6091,0,Islamic Law Now Official for Swat Valley in Pakistan
6092,0,Clinton meetings fuel speculation over presidential bid
6093,0,"To Curb Wild Horses, a Voice for a Contraceptive Called P.Z.P."
6094,0,Catholic Democrats tell Chicago Cardinal George not to pull funding from immigration campaigners supporting same-sex marriage
6095,0,Recession Means Less Money Out on the Green
6096,0,Luxembourg votes Yes to the EU treaty
6097,0,Portugal taken to penalties; beat England and reach historic semi-final
6098,0,Harvard Law School gives its highest honour to Pakistani judge
6099,0,Oak Park and neighbors to study Les Golden's intergovernmental cooperation proposals
6100,0,South Korea and US hold joint exercises; North does not retaliate
6101,0,Mexico Posts Are Blitzed After Arrest in Drug War
6102,0,Boeing 737 crash-lands in Colombia; at least one killed
6103,0,Rioting develops throughout England
6104,0,"Facing a Shortfall, CBC Will Cut Jobs"
6105,0,"As Real Madrid Packs in Players, Some Must Go"
6106,0,Russia to Ban Hunting of Baby Seals
6107,0,Denver win 2009 USAFL National Championship
6108,0,NASA launches two space probes to the moon
6109,0,Hubble detects methane on distant planet
6110,0,Russian singer Lyudmila Zykina dies at age 80
6111,0,Syracuse Beats Cornell for 11th Lacrosse Title
6112,0,Xbox 360 console sales surge in America
6113,0,Paula Creamer Is Feeling Better and Aiming to Win on L.P.G.A. Tour
6114,0,A Cablevision Customer Grabs the Clicker
6115,0,Fiji loses rights to host World Netball Championships next year
6116,0,"Speeding ticket paid with 12,000 pennies"
6117,0,Waterboarding Used 266 Times on 2 Suspects
6118,0,"An Islamic Radical, Maqdisi, Quotes West Point in His Defense"
6119,0,Crackdowns on Protesters Drape Tehran in Silence
6120,0,"Matthew Edwards, honored Michigan police officer, shot and killed"
6121,0,"In California, Desalination of Seawater as a Test Case"
6122,0,Israel begins using sonic booms against Palestinians
6123,0,Kangaroo injures Australian politician
6124,0,Scarponi Wins Stage 6 of Giro; Armstrong Puts Finish in Perspective
6125,0,UK sending additional 500 troops to Afghanistan
6126,0,Crash in Indonesia Kills More Than 90
6127,0,Remaining Expedition 25 crew to launch to International Space Station
6128,0,Belgium's Queen Fabiola seriously ill
6129,0,Long March 3C rocket launches Tianlian-1 satellite
6130,0,UK to ban Islamist group al-Shabaab
6131,0,Russian Soyuz space capsule lands safely with crew
6132,0,"Neolithic noodles found in Qinghai, China"
6133,0,Detroit Faces Its Critics With Anger and Tears
6134,0,"NYC transit deadline past, no strike or talks"
6135,0,Shoppers World hosts arts event
6136,0,"Russian forces storm oil tanker seized by Somali pirates, crew freed"
6137,0,Former Guatemalan president arrested
6138,0,Heavy turbulence during WestJet flight injures nine people
6139,0,Would-Be Olympic Protester Sentenced to 3 Years in Prison
6140,0,Red Wings Come on Strong in Third Period to Take Game 1
6141,0,Young child dies imitating Hussein's execution
6142,0,An Airport Screening Program Is Killed
6143,0,"Stage collapse at Canadian ""Big Valley Jamboree"" kills one, and seriously injures four others"
6144,0,Glenbard East defeated by Benet Academy in Illinois basketball sectional
6145,0,"For Now, Albert Pujols Is at Home in St. Louis"
6146,0,"Cameron, Salmond sign deal for referendum on Scottish independence"
6147,0,Germany Moves to Buy Hypo Real Estate Holding
6148,0,U.S. did not inform Pakistan of bin Laden mission because of suspicions he was being harbored by government
6149,0,8 Teams Threaten to Splinter From Formula One
6150,0,Turmoil Stalls Phuket Vacation Home Boom
6151,0,"Several businesses catch fire in Queens, New York"
6152,0,Toxic wetlands may be cause of thousands of bird deaths in Western Australia
6153,0,U.S. General McChrystal submits plan on Afghanistan to President Obama
6154,0,Group of Rich Americans Sues UBS to Keep Names Secret in Tax Case
6155,0,Aidan Burley MP sacked following Nazi pics furore
6156,0,Google removes ownership claim from Chrome EULA
6157,0,Japan earthquake shifts Earth's axis 10 centimetres
6158,0,Mets Using Tours as Lure to Sell Tickets at Citi Field
6159,0,Former Vice President of the United States Al Gore and longtime wife Tipper separating
6160,0,Dozens Hurt in San Francisco Train Crash
6161,0,Rapper Obie Trice shot on Detroit freeway
6162,0,Yankees Lose Their Way on Bridge to Rivera
6163,0,California county's corporate anti-electioneering measure abandoned
6164,0,Official Defends Signing Interrogation Memos
6165,0,Write-Downs Take Neiman Marcus to a Loss
6166,0,California Lawmakers Struggle to Strike Budget Deal
6167,0,"Comair Flight 5191 co-pilot, pilot's widow sue FAA, airport, chart manufacturer"
6168,0,Defense rests in Michael Jackson case
6169,0,Events take place across UK to mark Remembrance Sunday
6170,0,A Journey From Ebbets Field to the Steps of the Capitol
6171,0,"Brown Backtracks, Saying Iraq Panel Can Hold Some Open Hearings"
6172,0,Tiny French Town Mourns Triple Loss in Jet Crash
6173,0,Taipei chosen to host Wikimania 2007
6174,0,"After Losing Freedom, Some Immigrants Face Loss of Custody of Their Children"
6175,0,Australian rules football: Maffra go a game clear ahead of Traralgon clash
6176,0,Australian government concedes the federal budget may be forced into deficit
6177,0,Guatemala arrests Twitter user for inciting financial panic
6178,0,Clinton Says Candidate for Aid Agency Is Tangled in Vetting
6179,0,Court rules Massey can appeal US restrictions in mine disaster investigation
6180,0,Fox News security hole exposes 1.5 million users' personal information
6181,0,Hong Kong 'tutor king' applies for bankruptcy
6182,0,"'Astonishing' figures show 800 Scottish NHS staff earning over £140,000"
6183,0,Britain to Investigate Role in Iraq
6184,0,Gay couple elected prom king and queen in Maine's Sanford High School
6185,0,Liberty Mutual Makes Its Point With a Family Drama
6186,0,Woman dies when pet camel tries to mate with her
6187,0,South Korean presidential candidate promises to legalise non-ActiveX technologies for banking
6188,0,Ex-Chief Settles Fraud Suit for $2.5 Million
6189,0,Humans Intrude on an Indonesian Park
6190,0,The Vocal Minority: Moon Landing Was a Hoax
6191,0,"Firefighter killed while tackling pub blaze in Edinburgh, Scotland"
6192,0,Gwanda Chakuamba freed by Malawi court
6193,0,"Nine presumed dead in helicopter crash in California, United States"
6194,0,Southwest Inspects Its Jets After Hole Forces Landing
6195,0,Former MLB player Rollie Stiles dies
6196,0,"Fred Thompson campaign staffer leaves, Thompson's political past scrutinized"
6197,0,"Citing Public Anger, Lawmakers Challenge Bankers"
6198,0,"EU to investigate secret CIA establishments in Romania, Poland"
6199,0,Former United States press secretary Jerald terHorst dies at age 87
6200,0,Comprehensive immigration bill fails in United States Senate
6201,0,Sri Lanka Ignores Aid Groups Seeking More Access to Refugees
6202,0,Mugabe says he's open to talks with Zimbabwe opposition
6203,0,Report blames New Zealand skydive plane crash that killed nine on overloading
6204,0,Islamist militants blow up girls' school in Pakistan
6205,0,"Four dead, at least 15 injured after gunman opens fire at fitness center in Bridgeville, Pennsylvania"
6206,0,A G.M. Bankruptcy Would Tax the Experts
6207,0,UK unemployment increases to 17-year peak
6208,0,"In Michigan, Bank Lends Little of Its Bailout Funds"
6209,0,The Decline of Left-Handed First Basemen
6210,0,"On Field, Ice or Court, Brothers Were Not Equals"
6211,0,Some Pastors Worry About Guns in Church
6212,0,Archbishop of Canterbury: Church's attitude to same-sex marriage considered 'wicked' by the young
6213,0,Indiana Department of Homeland Security violates Wikipedia copyright
6214,0,"Man arrested after fatal accident in Londonderry, Northern Ireland"
6215,0,Greenpeace tries to thwart Chesapeake Bay fishing fleet
6216,0,The Governor Sends Regards
6217,0,Doctor to be charged after mother's death in Ohio
6218,0,"Paper or Plastic? At One Show, the Latter Wins Big"
6219,0,Mass graves found in Lebanon
6220,0,Bomb blasts in Pakistan kill fifty
6221,0,The Luxury Travel Site Voyage.tv Has Its Debut
6222,0,Kennedy Leaves Hospital a Day After Having Seizure
6223,0,Former teacher in France surrenders after holding 22 hostage in school
6224,0,Australian Foreign Affairs Minister denies knowledge of Guantanamo abuse allegations
6225,0,Iraq Bombings Shatter Lull
6226,0,Cut-Prone Fighters Turn to Surgery to Limit Bleeding
6227,0,"Investors, Mindful of Negative Data, Sell Holdings"
6228,0,Wikinews interviews the Socialist Alliance about the upcoming Queensland State election
6229,0,"Polish exercise book advertisement copies Wikipedia content, violates copyright"
6230,0,2007 World Deaf Swimming Championships Day 1: European swimmers rise up
6231,0,"UN to send troops to Darfur, Sudan"
6232,0,"For Golfer, Wrong Ball Turns Into Right Move"
6233,0,"Desperate Children Flee Zimbabwe, for Lives Just as Desolate"
6234,0,21 people killed and 113 reported injured in three blasts in Mumbai
6235,0,Technology developed to detect fake drugs quickly
6236,0,"PETA protests Burberry in White Plains, NY"
6237,0,Man takes armoured vehicle on rampage through Western Sydney
6238,0,"Suspects in Death of Lebanese Ex-Premier, Hariri, Are Freed"
6239,0,Honduran Rivals See U.S. Intervention as Key to Ending Crisis
6240,0,"Work Is Never Done, Obama Tells Class"
6241,0,Path That Worked for Pettitte May Not Work for Rodriguez
6242,0,351 dead after Burma cyclone
6243,0,Falwell called for boycott of stores using 'Happy Holidays' in place of 'Merry Christmas'
6244,0,Reaction to Ken Livingstone suspension
6245,0,Iraqi groups call for US pull-out
6246,0,"Brush fire threatens Molokai, Hawaii"
6247,0,Seventh Guantanamo Prosecutor resigns over ethical issues
6248,0,New Challengers Aim for Federer at Wimbledon
6249,0,"Golf Shoes to Improve Your Style, and  Your Game"
6250,0,"Subplots, Sideshows and Vagaries of Links Golf Await at British Open"
6251,0,Venture Capital  Shifts to Efficiency From Alternative Fuel
6252,0,"'Denmark will be attacked' says one expert, 'Denmark safe' says another"
6253,0,"Despite Red Flags, Judges Ran Kickback Scheme for Years"
6254,0,"Leonard Skinner, namesake of rock group Lynyrd Skynyrd, dies at age 77"
6255,0,Church of Scientology falsely accuses internet group 'Anonymous' of 2007 school shooting
6256,0,"Nine Players Lost, Five Games Won; Mets Glad to Be Home"
6257,0,"In the Andes, a Toxic Site Also Provides a Livelihood"
6258,0,"2,000 stranded in Machu Picchu, Peru after torrential rains"
6259,0,"Despite Torture Video, U.S. and Emirates Sign Key Pact"
6260,0,Names of Australians killed in helicopter crash released
6261,0,"Canadian sextuplets could get blood transfusion, religion forbids it"
6262,0,Tour de France: The race begins in earnest
6263,0,Penguins Could End the Reign of the Red Wings
6264,0,KSTAR tokamak test reactor sees first plasma
6265,0,Egypt Arrests 7 in Bombing of Cairo Bazaar
6266,0,States Slashing Social Programs for Vulnerable
6267,0,Softer Policy on Drugs Is Debated in Argentina
6268,0,Three men convicted by UK court of plotting to bomb airliners
6269,0,38 killed after US helicopter crashes in Afghanistan
6270,0,San Francisco Chronicle Outsources Printing
6271,0,"With Clarifi, iPhone Is Ready for Its Close-Up"
6272,0,German internet watchdog to remove URLs to 'Virgin Killer' from search engines
6273,0,UK to ban Islamist group
6274,0,UN passes LGBT rights resolution
6275,0,Canadian province receives warning from Exxon
6276,0,American War Hero congressman wants U.S. troops out of Iraq soon
6277,0,Gibraltar police investigate suspicious death
6278,0,"Train crash in Netanya, Israel injures at least 50; no casualties"
6279,0,Time to Unravel the Knot of Credit-Default Swaps
6280,0,Laura Bush visits Middle East in goodwill tour
6281,0,China launches major cleanup operation after oil spill
6282,0,U.S. ISPs to test restricting heavy Internet users
6283,0,Parajet Skycar expedition takes off from London to Timbuktu
6284,0,Explosion kills 35 in Pakistan; many injured
6285,0,"To Cut Costs, States Relax Prison Policies"
6286,0,"Iraq executes ""Chemical Ali"""
6287,0,Afghan policeman shoots and kills five British soldiers
6288,0,US swimmer dies in open-water race
6289,0,Explosion outside Trinidad nightclub wounds more than 10
6290,0,Police Chief Plays Down I.R.A. Groups in Ulster
6291,0,Dozens dead after bus accident in Philippines
6292,0,Profit at Williams-Sonoma Plunges 90%
6293,0,Gomery report on Sponsorship Program released
6294,0,"Josh Beckett Maintains Order, and His Image, on the Mound"
6295,0,"U.S. Vice President Biden's mother dies, aged 92"
6296,0,"Homeless Columbus, Ohio man with 'god-given gift of voice' becomes YouTube sensation"
6297,0,"In Venting, a Computer Visionary Educates"
6298,0,"Cyclone Giri makes landfall in Myanmar, kills one"
6299,0,Investigators Say Plane Fell Flat on House Below
6300,0,Explosion in Russia kills 10: authorities suspect Chechen involvement
6301,0,Colombian Constitutional Court passes presidential re-election
6302,0,Video Game Publisher Lost $10 Million in Quarter
6303,0,10-year-old child takes grandmother's car for 85 Km drive
6304,0,Tropical Storm Blanca forms in the Pacific
6305,0,A Company Plans to Market Illiquid Assets
6306,0,Trial begins for Canadian soldier accused of murder in battlefield killing
6307,0,Low Turnout May Mar Congo Republic Election
6308,0,Perry Catches Campbell Atop Masters Leader Board
6309,0,Baghdad TV station shut down for showing Saddam mourners
6310,0,"Hunter S. Thompson obituary spawns ""murder"" theory"
6311,0,Economy Shrinks at Fastest Rate Since 1950s
6312,0,Facebook Places launches in UK
6313,0,Australia Says Children Died in Skirmish With Taliban
6314,0,European football: Tottenham defeats Celtic 2 - 0
6315,0,Many Gulls Die After Oil Spills Into River in Ohio
6316,0,"Mumbai gunman given death penalty, to be hanged"
6317,0,Bernanke Again Rejects Bank Nationalization
6318,0,Irish inflation creeps upwards to 2.4%
6319,0,EU to give 280 million euro in aid to dairy farmers
6320,0,"Ritual sacrifice in Nepal sees 320,000 animals slaughtered to Hindu goddess"
6321,0,Marburg virus outbreak in Angola claims over 300 lives
6322,0,Rhode Island to Test Medicaid Spending Cap
6323,0,7 Blasts Around Baghdad Kill at Least 24
6324,0,Western Stars win Women's National Wheelchair Basketball League championship in a thriller
6325,0,Miguel Tejada Gets Probation for Lying to Congress
6326,0,"An Ice Rink Without Real Ice: A Little Slower, but Fun in the Sun"
6327,0,Cyprus and Malta to adopt the euro
6328,0,Toyota Is Tightening Its Belt
6329,0,G.O.P. Forces Delay on Confirming Eric Holder as Attorney General
6330,0,Tropical Storm Ignacio forms over the Pacific
6331,0,Federer wins fifth Wimbledon title
6332,0,"Baby in California born with 12 functioning fingers and toes, in a rare case of polydactylism"
6333,0,Egypt's top envoy in Iraq confirmed killed
6334,0,Politically charged murder trial under way in Malaysia
6335,0,Arctic ice levels at record low opening Northwest Passage
6336,0,Scotland denies bail to terminally ill man convicted of Lockerbie bombing
6337,0,"Officials: Eight insurgents killed in Orakzai, Pakistan"
6338,0,"Two small planes collide in Wyoming, USA, killing three"
6339,0,UN accuses Australia of 'demonising asylum seekers'
6340,0,Web Site Offers Anonymous Chats With Strangers
6341,0,House of Supreme Court Justice threatened
6342,0,Tory candidate in election gaffe
6343,0,Obama to Announce New Mileage and Emissions Standards
6344,0,China shoots down weather satellite with ballistic missile
6345,0,"2009 was worst year for airlines, says International Air Transport Association"
6346,0,Barbra Streisand heckled during concert
6347,0,"Massive anti-government protests in Egypt continue into second day, several killed"
6348,0,Reports: North Korea to test third nuclear bomb
6349,0,Javier Velásquez named as Peru’s new Prime Minister
6350,0,Switch to Digital TV Broadcasts Is a Work in Progress
6351,0,Midfielder Vies for Spot on U.S. Team and in Europe
6352,0,Allies Ponder How to Plan Elections in Afghanistan
6353,0,Kidnappers of BBC reporter Alan Johnston deny his release
6354,0,Pressure building on Myanmar to decline ASEAN chair
6355,0,Google phases out IE6 support
6356,0,Garuda Indonesia Flight 200's pilot's trial to begin this week
6357,0,"Thrill rides in U.S., Canada shut down after girl's feet are severed"
6358,0,MLB: Tom Glavine wins 300th game
6359,0,Pakistanis Find Success in Fetish Business
6360,0,Australian PM subject to scrutiny over Carer and Senior's payments
6361,0,Colombian military spy plane crashes
6362,0,"$8,000 Phobos Media Center Comes With a Tech"
6363,0,"International Board fixes soccer field size, halts technology experiments"
6364,0,"Police exchange shots in South Melbourne, Australia"
6365,0,"Fernando Alonso takes pole at 2009 Hungarian Grand Prix, Felipe Massa badly injured"
6366,0,Calculating Consumer Happiness at Any Price
6367,0,UK researchers discover first antibiotics originating from insects
6368,0,Abramoff begins prison sentence
6369,0,Brazil blames human error for 2006 midair airliner collision
6370,0,Ousted president Manuel Zelaya heads back to Honduras
6371,0,Philippine prisoners repeat performance of Thriller in tribute to Michael Jackson
6372,0,India Fears Pressure From U.S. to Mend Ties With Pakistan
6373,0,U.S. and China Agree to Study Ways to Make Buildings More Energy-Efficient
6374,0,Virgin opens up service in New Zealand
6375,0,Red Cross asks for more volunteers
6376,0,A Painful Departure for G.M. Brands
6377,0,Vandals Create a Pungent Problem in San Francisco
6378,0,Storm Sweeps Northeast From Texas; at Least 23 Are Dead
6379,0,"N.B.A. Players Union Backs Tinsley, Possibly Setting Precedent"
6380,0,David Tennant announces exit from Doctor Who
6381,0,Church of England rejects compromise over women bishops
6382,0,Charter in Talks to Give Equity Stakes to Debt Holders
6383,0,Obama budget calls for record US deficit
6384,0,"Gunman dies, police officer injured after stand-off ends in West Yorkshire, England"
6385,0,U.S. Is Said to Agree to Raise Stake in Citigroup
6386,0,MPAA's Valenti signs Betamax tapes for EFF protesters as Grokster case continues in US Supreme Court
6387,0,Liberia's World Cup woes averted
6388,0,Computer Experts Unite to Hunt Worm
6389,0,UK loses appeal to conceal Binyam Mohamed torture
6390,0,"Fighting continues in Tripoli, Lebanon"
6391,0,Snow-laden branch kills man in Central Park
6392,0,"Chinese earthquake: Death toll reaches almost 15,000 as 'dangerous' cracks found in dam near city"
6393,0,"For Lance Armstrong, a Plodding Return on a Scorching Day"
6394,0,Colleges offering admission to displaced New Orleans students
6395,0,Burial site for Polish president Lech Kaczynski draws objections
6396,0,Eight teens shot outside Indiana skating rink
6397,0,Annual Perseids meteor shower visible in northern hemisphere
6398,0,Mrs. Obama Speaks Out About Her Household
6399,0,10-Year-Old Spaniel Named Best in Show at Westminster
6400,0,Protestors detained after violence near G8 summit
6401,0,Facing the Reality That the Money Is Gone
6402,0,"On YouTube and Hulu, Viewers Settle In for Longer Videos"
6403,0,Yankees Give Weary Rodriguez Two Games Off
6404,0,US FAA to make airliner fuel tank inertion mandatory over 1996 air disaster
6405,0,Back Injury Forces Federer to Pull Out of Davis Cup Matches Against U.S.
6406,0,Shine of MySpace May Fade a Bit
6407,0,North Korea wants light-water reactors
6408,0,"A Skeleton 4,000 Years Old Bears Evidence of Leprosy"
6409,0,22.2% of secondary school students in Ireland drop out before the Leaving Cert
6410,0,Britain Offers $3.2 Billion in Aid to Its Carmakers
6411,0,E.P.A. Is Told to Reconsider Its Standards on Pollutants
6412,0,Romanian foreign minister breaks the ice between Bucharest and Chisinau
6413,0,"Russia ends ""counterterrorism operation"" in Chechnya"
6414,0,Fifteen killed in Somalia bombing
6415,0,"Chrysler Cures a Bankruptcy, but Tests Loom"
6416,0,Graham Rahal Prepares for His Second Indy 500
6417,0,'Daybreak' launches on ITV in UK
6418,0,F.D.A. Consolidates at Former Navy Site
6419,0,Hedge Fund Is Dissolving as It Faces 2nd Inquiry
6420,0,"Libby, former Cheney aide, pleads not guilty"
6421,0,China Reports Falling Prices and  Low Demand
6422,0,"For Jamaica, 2012 Report on Gender Equality and Development focuses on men"
6423,0,UAE launches national authority for scientific research
6424,0,Strategic arms talks between Russia and the US end without declaration
6425,0,NASA successfully launches Kepler Telescope
6426,0,Accused Qaeda Sleeper Agent in Court
6427,0,Six soldiers killed in Senegal after ambush
6428,0,Prison Workers Fired After Shocking Children With Stun Guns
6429,0,US university Penn State wins 2009 NCAA Division I volleyball championship
6430,0,"Nauru raises media visa application fee from AU$200 to $8,000"
6431,0,Butter sculpture returns to Canadian National Exhibition
6432,0,"At Americas Summit, Leaders to Press U.S."
6433,0,"Second Turk dies from bird flu, more suspected to be infected"
6434,0,Romania to cancel trains on major line due to road works
6435,0,A New Afghanistan Commander Rethinks How to Measure Success
6436,0,Idaho senator arrested for disorderly conduct
6437,0,Common cold virus may be linked to childhood obesity
6438,0,Bomb explosion in Pakistani market kills 49
6439,0,EU observers: up to one fourth of votes in Afghan election suspicious
6440,0,News International offers £3 million phone-hacking settlement to family of murder victim
6441,0,At least 29 dead after bombings in Iraq
6442,0,Indonesians Embrace American-Style Reality TV
6443,0,"Syrian naval vessels, ground troops attack port of Latakia"
6444,0,The Dissonant Undertones of M.I.A.
6445,0,"California, Out of Money, Reels as Voters Rebuff Leaders"
6446,0,Former US Vice President Dick Cheney: 'Barack Obama is a one-term President'
6447,0,Germany's July unemployment rate falls slightly
6448,0,Fifteen flu sufferers die in Wales in one week
6449,0,Son of poet Sylvia Plath commits suicide
6450,0,"As Mexican Killings Rise, Groups Take Envoy to Task"
6451,0,A County in China Sees Its Fortunes in Tea Leaves Until a Bubble Bursts
6452,0,Puerto Rico Ex-Governor Is Acquitted of Graft
6453,0,Plan to Make Gowanus Canal a Superfund Site Draws Opposition
6454,0,Northern Ireland's Ian Paisley to resign and retire
6455,0,Great Britain's most dangerous road announced
6456,0,UK government's Information Commissioner takes enforcement action against Liberal Democrat party for cold calling voters
6457,0,US Congress House panel OKs big cut in public broadcasting funds
6458,0,"G.M. Said to Pick Michigan, Saving 5,000 Jobs"
6459,0,Wikinews interviews grassroots political advocate Anthony Maki
6460,0,Jackson family seeking second autopsy
6461,0,France Expands Financial Aid for Its Newspapers
6462,0,Freed journalist calls on Iran to release aid worker
6463,0,Man kills five police officers in Shanghai
6464,0,Freman Hendrix eclipses Kwame Kilpatrick in Detroit mayoral race
6465,0,Hotel Service Employees Feel Economic Pain Early
6466,0,Heavy rain causes severe flooding in UK
6467,0,Delphi Faces a Crucial Deadline on Aid From G.M.
6468,0,Body of Pilot of Doomed Air France Flight Identified
6469,0,Mike Ashley takes Newcastle United off the market for a second time
6470,0,Scientists uncover oldest known DNA on Earth
6471,0,Man arrested over prostitutes' murders in Great Britain
6472,0,Corporate Jets Sitting Out the Super Bowl
6473,0,German Wikipedia DVD on P2P networks
6474,0,CN Health & Safety Plan planned to be cancelled
6475,0,Poaching in Zimbabwe on the rise
6476,0,United States anti-drug efforts in Latin America criticized by WOLA report
6477,0,Clinton Says U.S. Feeds Mexico Drug Trade
6478,0,Burger King CEO insults British women during speech to students
6479,0,Two suspected rebels killed in gunfight with authorities in Kashmir
6480,0,Ads for Tampax Erase a Layer of Euphemisms
6481,0,Militants attack Kashmir bus route safe house
6482,0,Banking Industry Showing Signs of a Recovery
6483,0,Is Star Power Enough to Sell Beer in Hard Times? Two Brewers Hope So
6484,0,US Senate passes stimulus package
